user:id,score,leaderboard
user:319,0,leaderboard:2
user:320,139,leaderboard:3
user:321,151,leaderboard:2
user:322,267,leaderboard:3
user:323,140,leaderboard:2
user:324,191,leaderboard:3
user:325,491,leaderboard:2
user:326,313,leaderboard:3
user:327,379,leaderboard:2
user:328,218,leaderboard:3
user:329,240,leaderboard:3
user:330,98,leaderboard:2
user:331,79,leaderboard:2
user:332,360,leaderboard:2
user:333,393,leaderboard:2
user:334,315,leaderboard:2
user:335,320,leaderboard:3
user:336,178,leaderboard:3
user:337,471,leaderboard:3
user:338,406,leaderboard:2
user:339,490,leaderboard:3
user:340,437,leaderboard:3
user:341,122,leaderboard:2
user:342,469,leaderboard:2
user:343,149,leaderboard:2
user:344,429,leaderboard:2
user:345,227,leaderboard:3
user:346,142,leaderboard:3
user:347,361,leaderboard:2
user:348,92,leaderboard:2
user:349,70,leaderboard:2
user:350,358,leaderboard:3
user:351,243,leaderboard:3
user:352,477,leaderboard:3
user:353,413,leaderboard:3
user:354,221,leaderboard:3
user:355,129,leaderboard:2
user:356,112,leaderboard:3
user:357,467,leaderboard:3
user:358,74,leaderboard:2
user:359,62,leaderboard:2
user:360,127,leaderboard:3
user:361,344,leaderboard:3
user:362,217,leaderboard:2
user:363,269,leaderboard:3
user:364,68,leaderboard:2
user:365,8,leaderboard:2
user:366,94,leaderboard:2
user:367,350,leaderboard:3
user:368,114,leaderboard:2
user:369,91,leaderboard:3
user:370,168,leaderboard:3
user:371,164,leaderboard:2
user:372,55,leaderboard:2
user:373,176,leaderboard:3
user:374,137,leaderboard:3
user:375,227,leaderboard:2
user:376,206,leaderboard:3
user:377,285,leaderboard:3
user:378,16,leaderboard:3
user:379,492,leaderboard:3
user:380,70,leaderboard:3
user:381,299,leaderboard:2
user:382,124,leaderboard:2
user:383,477,leaderboard:3
user:384,439,leaderboard:3
user:385,479,leaderboard:3
user:386,400,leaderboard:2
user:387,41,leaderboard:2
user:388,290,leaderboard:3
user:389,24,leaderboard:2
user:390,2,leaderboard:3
user:391,14,leaderboard:3
user:392,250,leaderboard:3
user:393,310,leaderboard:2
user:394,102,leaderboard:3
user:395,462,leaderboard:2
user:396,57,leaderboard:2
user:397,13,leaderboard:3
user:398,298,leaderboard:3
user:399,85,leaderboard:3
user:400,447,leaderboard:3
user:401,320,leaderboard:2
user:402,92,leaderboard:3
user:403,99,leaderboard:3
user:404,66,leaderboard:3
user:405,257,leaderboard:3
user:406,417,leaderboard:2
user:407,426,leaderboard:2
user:408,11,leaderboard:2
user:409,425,leaderboard:2
user:410,231,leaderboard:3
user:411,181,leaderboard:2
user:412,342,leaderboard:2
user:413,99,leaderboard:2
user:414,301,leaderboard:2
user:415,197,leaderboard:3
user:416,422,leaderboard:2
user:417,136,leaderboard:3
user:418,326,leaderboard:3
user:419,241,leaderboard:3
user:420,225,leaderboard:3
user:421,97,leaderboard:3
user:422,209,leaderboard:2
user:423,154,leaderboard:3
user:424,274,leaderboard:3
user:425,279,leaderboard:2
user:426,349,leaderboard:2
user:427,307,leaderboard:3
user:428,217,leaderboard:3
user:429,60,leaderboard:3
user:430,485,leaderboard:2
user:431,138,leaderboard:3
user:432,88,leaderboard:3
user:433,70,leaderboard:2
user:434,262,leaderboard:3
user:435,487,leaderboard:2
user:436,154,leaderboard:3
user:437,158,leaderboard:3
user:438,331,leaderboard:2
user:439,77,leaderboard:3
user:440,368,leaderboard:3
user:441,27,leaderboard:2
user:442,10,leaderboard:3
user:443,233,leaderboard:3
user:444,296,leaderboard:2
user:445,165,leaderboard:2
user:446,188,leaderboard:3
user:447,351,leaderboard:2
user:448,40,leaderboard:3
user:449,341,leaderboard:3
user:450,371,leaderboard:2
user:451,155,leaderboard:3
user:452,71,leaderboard:3
user:453,14,leaderboard:2
user:454,11,leaderboard:2
user:455,450,leaderboard:2
user:456,72,leaderboard:3
user:457,425,leaderboard:2
user:458,477,leaderboard:3
user:459,429,leaderboard:2
user:460,298,leaderboard:3
user:461,445,leaderboard:3
user:462,279,leaderboard:3
user:463,24,leaderboard:3
user:464,183,leaderboard:3
user:465,30,leaderboard:2
user:466,454,leaderboard:3
user:467,415,leaderboard:3
user:468,380,leaderboard:3
user:469,186,leaderboard:2
user:470,269,leaderboard:2
user:471,28,leaderboard:2
user:472,157,leaderboard:2
user:473,381,leaderboard:2
user:474,233,leaderboard:3
user:475,276,leaderboard:3
user:476,45,leaderboard:2
user:477,217,leaderboard:2
user:478,204,leaderboard:2
user:479,276,leaderboard:3
user:480,445,leaderboard:2
user:481,472,leaderboard:3
user:482,223,leaderboard:2
user:483,472,leaderboard:3
user:484,367,leaderboard:3
user:485,272,leaderboard:2
user:486,39,leaderboard:3
user:487,385,leaderboard:3
user:488,322,leaderboard:3
user:489,239,leaderboard:3
user:490,176,leaderboard:2
user:491,159,leaderboard:2
user:492,412,leaderboard:3
user:493,400,leaderboard:3
user:494,253,leaderboard:3
user:495,163,leaderboard:3
user:496,5,leaderboard:2
user:497,486,leaderboard:2
user:498,164,leaderboard:3
user:499,128,leaderboard:3
user:500,469,leaderboard:3
user:501,498,leaderboard:2
user:502,156,leaderboard:2
user:503,169,leaderboard:3
user:504,281,leaderboard:3
user:505,31,leaderboard:3
user:506,238,leaderboard:2
user:507,58,leaderboard:2
user:508,481,leaderboard:3
user:509,359,leaderboard:3
user:510,328,leaderboard:2
user:511,251,leaderboard:2
user:512,286,leaderboard:3
user:513,208,leaderboard:2
user:514,469,leaderboard:3
user:515,467,leaderboard:2
user:516,375,leaderboard:2
user:517,424,leaderboard:3
user:518,456,leaderboard:3
user:519,46,leaderboard:3
user:520,231,leaderboard:2
user:521,441,leaderboard:3
user:522,170,leaderboard:2
user:523,391,leaderboard:2
user:524,154,leaderboard:3
user:525,27,leaderboard:3
user:526,435,leaderboard:3
user:527,494,leaderboard:2
user:528,472,leaderboard:2
user:529,262,leaderboard:3
user:530,250,leaderboard:2
user:531,419,leaderboard:3
user:532,212,leaderboard:2
user:533,54,leaderboard:2
user:534,236,leaderboard:2
user:535,88,leaderboard:2
user:536,470,leaderboard:3
user:537,254,leaderboard:2
user:538,257,leaderboard:3
user:539,363,leaderboard:3
user:540,468,leaderboard:3
user:541,73,leaderboard:2
user:542,173,leaderboard:3
user:543,187,leaderboard:3
user:544,285,leaderboard:2
user:545,34,leaderboard:2
user:546,309,leaderboard:3
user:547,452,leaderboard:2
user:548,50,leaderboard:2
user:549,108,leaderboard:3
user:550,319,leaderboard:2
user:551,342,leaderboard:2
user:552,403,leaderboard:3
user:553,13,leaderboard:2
user:554,210,leaderboard:3
user:555,62,leaderboard:2
user:556,361,leaderboard:2
user:557,342,leaderboard:3
user:558,447,leaderboard:3
user:559,225,leaderboard:2
user:560,286,leaderboard:3
user:561,286,leaderboard:3
user:562,210,leaderboard:2
user:563,138,leaderboard:2
user:564,1,leaderboard:2
user:565,201,leaderboard:3
user:566,493,leaderboard:3
user:567,349,leaderboard:2
user:568,196,leaderboard:3
user:569,154,leaderboard:3
user:570,468,leaderboard:2
user:571,59,leaderboard:2
user:572,153,leaderboard:3
user:573,332,leaderboard:2
user:574,181,leaderboard:3
user:575,432,leaderboard:3
user:576,440,leaderboard:3
user:577,370,leaderboard:2
user:578,391,leaderboard:2
user:579,350,leaderboard:2
user:580,135,leaderboard:3
user:581,183,leaderboard:2
user:582,49,leaderboard:2
user:583,341,leaderboard:3
user:584,319,leaderboard:2
user:585,361,leaderboard:2
user:586,193,leaderboard:2
user:587,259,leaderboard:3
user:588,477,leaderboard:3
user:589,457,leaderboard:3
user:590,258,leaderboard:2
user:591,204,leaderboard:2
user:592,199,leaderboard:3
user:593,282,leaderboard:3
user:594,83,leaderboard:3
user:595,331,leaderboard:3
user:596,486,leaderboard:2
user:597,382,leaderboard:3
user:598,188,leaderboard:2
user:599,391,leaderboard:2
user:600,228,leaderboard:3
user:601,387,leaderboard:2
user:602,173,leaderboard:2
user:603,258,leaderboard:3
user:604,408,leaderboard:3
user:605,337,leaderboard:3
user:606,446,leaderboard:3
user:607,209,leaderboard:2
user:608,355,leaderboard:2
user:609,323,leaderboard:3
user:610,273,leaderboard:3
user:611,395,leaderboard:3
user:612,382,leaderboard:3
user:613,8,leaderboard:3
user:614,35,leaderboard:3
user:615,238,leaderboard:3
user:616,449,leaderboard:3
user:617,102,leaderboard:3
user:618,406,leaderboard:3
user:619,448,leaderboard:2
user:620,62,leaderboard:2
user:621,377,leaderboard:2
user:622,68,leaderboard:2
user:623,416,leaderboard:3
user:624,406,leaderboard:2
user:625,89,leaderboard:2
user:626,468,leaderboard:3
user:627,0,leaderboard:3
user:628,356,leaderboard:3
user:629,466,leaderboard:3
user:630,20,leaderboard:3
user:631,61,leaderboard:2
user:632,297,leaderboard:3
user:633,8,leaderboard:3
user:634,107,leaderboard:2
user:635,120,leaderboard:2
user:636,386,leaderboard:3
user:637,379,leaderboard:2
user:638,153,leaderboard:2
user:639,171,leaderboard:2
user:640,195,leaderboard:2
user:641,72,leaderboard:3
user:642,7,leaderboard:2
user:643,456,leaderboard:3
user:644,391,leaderboard:2
user:645,328,leaderboard:2
user:646,362,leaderboard:3
user:647,443,leaderboard:3
user:648,488,leaderboard:3
user:649,474,leaderboard:2
user:650,389,leaderboard:3
user:651,332,leaderboard:3
user:652,413,leaderboard:2
user:653,431,leaderboard:2
user:654,320,leaderboard:3
user:655,105,leaderboard:2
user:656,60,leaderboard:2
user:657,99,leaderboard:2
user:658,174,leaderboard:2
user:659,495,leaderboard:2
user:660,242,leaderboard:3
user:661,209,leaderboard:2
user:662,422,leaderboard:3
user:663,263,leaderboard:2
user:664,398,leaderboard:3
user:665,446,leaderboard:3
user:666,367,leaderboard:2
user:667,263,leaderboard:2
user:668,214,leaderboard:2
user:669,335,leaderboard:3
user:670,157,leaderboard:2
user:671,88,leaderboard:2
user:672,261,leaderboard:3
user:673,368,leaderboard:2
user:674,356,leaderboard:2
user:675,488,leaderboard:2
user:676,85,leaderboard:3
user:677,303,leaderboard:3
user:678,162,leaderboard:2
user:679,297,leaderboard:3
user:680,212,leaderboard:2
user:681,371,leaderboard:2
user:682,435,leaderboard:2
user:683,332,leaderboard:2
user:684,315,leaderboard:2
user:685,318,leaderboard:2
user:686,329,leaderboard:2
user:687,19,leaderboard:3
user:688,413,leaderboard:2
user:689,328,leaderboard:3
user:690,499,leaderboard:3
user:691,20,leaderboard:2
user:692,255,leaderboard:2
user:693,332,leaderboard:2
user:694,470,leaderboard:3
user:695,238,leaderboard:3
user:696,212,leaderboard:3
user:697,99,leaderboard:3
user:698,467,leaderboard:2
user:699,311,leaderboard:3
user:700,307,leaderboard:2
user:701,273,leaderboard:2
user:702,175,leaderboard:2
user:703,156,leaderboard:3
user:704,196,leaderboard:3
user:705,162,leaderboard:2
user:706,123,leaderboard:2
user:707,106,leaderboard:3
user:708,302,leaderboard:3
user:709,145,leaderboard:3
user:710,93,leaderboard:3
user:711,416,leaderboard:2
user:712,467,leaderboard:2
user:713,1,leaderboard:3
user:714,198,leaderboard:2
user:715,192,leaderboard:3
user:716,420,leaderboard:2
user:717,287,leaderboard:3
user:718,42,leaderboard:2
user:719,283,leaderboard:2
user:720,80,leaderboard:3
user:721,105,leaderboard:3
user:722,122,leaderboard:3
user:723,275,leaderboard:2
user:724,140,leaderboard:2
user:725,232,leaderboard:2
user:726,428,leaderboard:3
user:727,463,leaderboard:2
user:728,152,leaderboard:3
user:729,60,leaderboard:3
user:730,17,leaderboard:3
user:731,60,leaderboard:3
user:732,301,leaderboard:3
user:733,197,leaderboard:3
user:734,106,leaderboard:2
user:735,426,leaderboard:2
user:736,314,leaderboard:2
user:737,365,leaderboard:3
user:738,120,leaderboard:2
user:739,284,leaderboard:3
user:740,13,leaderboard:3
user:741,393,leaderboard:3
user:742,437,leaderboard:2
user:743,151,leaderboard:3
user:744,276,leaderboard:2
user:745,179,leaderboard:3
user:746,445,leaderboard:2
user:747,209,leaderboard:3
user:748,242,leaderboard:2
user:749,437,leaderboard:2
user:750,423,leaderboard:3
user:751,394,leaderboard:3
user:752,436,leaderboard:2
user:753,389,leaderboard:2
user:754,130,leaderboard:3
user:755,214,leaderboard:3
user:756,55,leaderboard:2
user:757,314,leaderboard:2
user:758,407,leaderboard:3
user:759,186,leaderboard:2
user:760,36,leaderboard:3
user:761,465,leaderboard:2
user:762,30,leaderboard:3
user:763,272,leaderboard:2
user:764,120,leaderboard:3
user:765,409,leaderboard:2
user:766,478,leaderboard:2
user:767,373,leaderboard:3
user:768,51,leaderboard:2
user:769,223,leaderboard:2
user:770,249,leaderboard:3
user:771,182,leaderboard:3
user:772,168,leaderboard:3
user:773,306,leaderboard:2
user:774,332,leaderboard:2
user:775,180,leaderboard:2
user:776,76,leaderboard:2
user:777,230,leaderboard:3
user:778,419,leaderboard:3
user:779,91,leaderboard:3
user:780,285,leaderboard:3
user:781,144,leaderboard:3
user:782,458,leaderboard:2
user:783,346,leaderboard:2
user:784,125,leaderboard:2
user:785,215,leaderboard:2
user:786,168,leaderboard:2
user:787,439,leaderboard:2
user:788,484,leaderboard:2
user:789,447,leaderboard:3
user:790,156,leaderboard:2
user:791,71,leaderboard:2
user:792,383,leaderboard:3
user:793,464,leaderboard:3
user:794,351,leaderboard:2
user:795,97,leaderboard:2
user:796,162,leaderboard:3
user:797,495,leaderboard:3
user:798,19,leaderboard:2
user:799,71,leaderboard:3
user:800,48,leaderboard:3
user:801,322,leaderboard:2
user:802,216,leaderboard:2
user:803,93,leaderboard:3
user:804,163,leaderboard:2
user:805,385,leaderboard:2
user:806,121,leaderboard:3
user:807,225,leaderboard:2
user:808,75,leaderboard:2
user:809,29,leaderboard:2
user:810,330,leaderboard:2
user:811,438,leaderboard:3
user:812,295,leaderboard:3
user:813,110,leaderboard:2
user:814,290,leaderboard:2
user:815,373,leaderboard:2
user:816,209,leaderboard:2
user:817,255,leaderboard:3
user:818,212,leaderboard:2
user:819,204,leaderboard:2
user:820,262,leaderboard:3
user:821,49,leaderboard:3
user:822,480,leaderboard:2
user:823,482,leaderboard:2
user:824,338,leaderboard:3
user:825,322,leaderboard:2
user:826,213,leaderboard:2
user:827,111,leaderboard:2
user:828,114,leaderboard:2
user:829,443,leaderboard:3
user:830,354,leaderboard:3
user:831,5,leaderboard:2
user:832,349,leaderboard:2
user:833,220,leaderboard:3
user:834,365,leaderboard:3
user:835,17,leaderboard:3
user:836,439,leaderboard:3
user:837,16,leaderboard:3
user:838,328,leaderboard:3
user:839,391,leaderboard:3
user:840,242,leaderboard:3
user:841,160,leaderboard:2
user:842,479,leaderboard:3
user:843,344,leaderboard:2
user:844,135,leaderboard:3
user:845,43,leaderboard:2
user:846,478,leaderboard:2
user:847,320,leaderboard:2
user:848,424,leaderboard:2
user:849,13,leaderboard:3
user:850,467,leaderboard:2
user:851,58,leaderboard:3
user:852,236,leaderboard:3
user:853,291,leaderboard:3
user:854,277,leaderboard:3
user:855,382,leaderboard:2
user:856,217,leaderboard:2
user:857,138,leaderboard:2
user:858,417,leaderboard:3
user:859,486,leaderboard:2
user:860,387,leaderboard:2
user:861,380,leaderboard:2
user:862,320,leaderboard:2
user:863,8,leaderboard:2
user:864,235,leaderboard:2
user:865,197,leaderboard:2
user:866,143,leaderboard:2
user:867,366,leaderboard:3
user:868,194,leaderboard:3
user:869,239,leaderboard:2
user:870,264,leaderboard:3
user:871,131,leaderboard:2
user:872,410,leaderboard:3
user:873,202,leaderboard:3
user:874,494,leaderboard:3
user:875,135,leaderboard:2
user:876,281,leaderboard:3
user:877,454,leaderboard:2
user:878,378,leaderboard:2
user:879,145,leaderboard:3
user:880,81,leaderboard:3
user:881,141,leaderboard:2
user:882,392,leaderboard:3
user:883,103,leaderboard:2
user:884,45,leaderboard:2
user:885,432,leaderboard:2
user:886,201,leaderboard:3
user:887,362,leaderboard:3
user:888,183,leaderboard:3
user:889,198,leaderboard:3
user:890,137,leaderboard:3
user:891,287,leaderboard:2
user:892,184,leaderboard:2
user:893,435,leaderboard:2
user:894,421,leaderboard:3
user:895,314,leaderboard:2
user:896,175,leaderboard:2
user:897,139,leaderboard:3
user:898,183,leaderboard:2
user:899,284,leaderboard:2
user:900,235,leaderboard:2
user:901,147,leaderboard:2
user:902,251,leaderboard:3
user:903,338,leaderboard:2
user:904,15,leaderboard:2
user:905,140,leaderboard:3
user:906,200,leaderboard:2
user:907,218,leaderboard:2
user:908,455,leaderboard:2
user:909,87,leaderboard:2
user:910,156,leaderboard:3
user:911,33,leaderboard:2
user:912,77,leaderboard:2
user:913,385,leaderboard:3
user:914,348,leaderboard:3
user:915,388,leaderboard:2
user:916,28,leaderboard:3
user:917,278,leaderboard:3
user:918,454,leaderboard:3
user:919,294,leaderboard:3
user:920,37,leaderboard:3
user:921,446,leaderboard:2
user:922,348,leaderboard:3
user:923,386,leaderboard:2
user:924,182,leaderboard:2
user:925,228,leaderboard:3
user:926,390,leaderboard:3
user:927,249,leaderboard:2
user:928,402,leaderboard:3
user:929,39,leaderboard:2
user:930,19,leaderboard:2
user:931,97,leaderboard:3
user:932,441,leaderboard:2
user:933,402,leaderboard:2
user:934,474,leaderboard:3
user:935,58,leaderboard:3
user:936,458,leaderboard:3
user:937,400,leaderboard:2
user:938,114,leaderboard:3
user:939,67,leaderboard:3
user:940,370,leaderboard:2
user:941,469,leaderboard:3
user:942,416,leaderboard:3
user:943,150,leaderboard:3
user:944,36,leaderboard:2
user:945,142,leaderboard:3
user:946,374,leaderboard:3
user:947,411,leaderboard:2
user:948,255,leaderboard:3
user:949,260,leaderboard:3
user:950,199,leaderboard:2
user:951,110,leaderboard:2
user:952,146,leaderboard:3
user:953,80,leaderboard:3
user:954,386,leaderboard:3
user:955,8,leaderboard:2
user:956,347,leaderboard:2
user:957,486,leaderboard:2
user:958,392,leaderboard:2
user:959,36,leaderboard:3
user:960,124,leaderboard:2
user:961,126,leaderboard:3
user:962,419,leaderboard:3
user:963,388,leaderboard:3
user:964,361,leaderboard:2
user:965,383,leaderboard:2
user:966,460,leaderboard:2
user:967,332,leaderboard:2
user:968,85,leaderboard:3
user:969,10,leaderboard:3
user:970,60,leaderboard:3
user:971,324,leaderboard:3
user:972,107,leaderboard:3
user:973,84,leaderboard:3
user:974,459,leaderboard:2
user:975,9,leaderboard:2
user:976,77,leaderboard:3
user:977,165,leaderboard:2
user:978,83,leaderboard:3
user:979,266,leaderboard:3
user:980,183,leaderboard:3
user:981,145,leaderboard:3
user:982,103,leaderboard:2
user:983,201,leaderboard:3
user:984,488,leaderboard:3
user:985,280,leaderboard:3
user:986,124,leaderboard:3
user:987,398,leaderboard:2
user:988,374,leaderboard:3
user:989,279,leaderboard:2
user:990,339,leaderboard:2
user:991,228,leaderboard:2
user:992,344,leaderboard:2
user:993,125,leaderboard:2
user:994,347,leaderboard:2
user:995,201,leaderboard:3
user:996,432,leaderboard:3
user:997,454,leaderboard:2
user:998,179,leaderboard:3
